service	prefix	action	access_level	table_link	action_docs_link	condition_keys	dependent_actions
Monitron	monitron	GetProjectAdminUser [permission only]	Read		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-project-tasks.html		sso-directory:DescribeUsers, sso:GetManagedApplicationInstance, sso:ListProfileAssociations
Monitron	monitron	ListProjectAdminUsers [permission only]	Permissions management		https://docs.aws.amazon.com/Monitron/latest/user-guide/user-management-chapter.html		sso-directory:DescribeUsers, sso:GetManagedApplicationInstance
Monitron	monitron	ListProjectUserAssociations [permission only]	List		https://docs.aws.amazon.com/Monitron/latest/user-guide/user-management-chapter.html		sso:GetManagedApplicationInstance, sso:GetProfile, sso:ListDirectoryAssociations, sso:ListProfileAssociations, sso:ListProfiles
Monitron	monitron	ListProjects [permission only]	List		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-project-tasks.html		
Monitron	monitron	ListTagsForResource [permission only]	Read		https://docs.aws.amazon.com/Monitron/latest/user-guide/tagging.html		
Monitron	monitron	ListUserAccessRoleAssociations [permission only]	List		https://docs.aws.amazon.com/Monitron/latest/user-guide/user-management-chapter.html		
Monitron	monitron	TagResource [permission only]	Tagging		https://docs.aws.amazon.com/Monitron/latest/user-guide/tagging.html	aws:TagKeys, aws:RequestTag/${TagKey}	
Monitron	monitron	UntagResource [permission only]	Tagging		https://docs.aws.amazon.com/Monitron/latest/user-guide/tagging.html#modify-tag-1	aws:TagKeys	
Monitron	monitron	UpdateProject [permission only]	Write		https://docs.aws.amazon.com/Monitron/latest/user-guide/mp-updating-project.html		
Neptune	neptune-db	CancelLoaderJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#cancelloaderjob		
Neptune	neptune-db	CancelMLDataProcessingJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#cancelmldataprocessingjob		
Neptune	neptune-db	CancelMLModelTrainingJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#cancelmlmodeltrainingjob		
Neptune	neptune-db	CancelMLModelTransformJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#cancelmlmodeltransformjob		
Neptune	neptune-db	CancelQuery	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#cancelquery		
Neptune	neptune-db	CreateMLEndpoint	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#createmlendpoint		
Neptune	neptune-db	DeleteDataViaQuery	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#deletedataviaquery	neptune-db:QueryLanguage	
Neptune	neptune-db	DeleteMLEndpoint	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#deletemlendpoint		
Neptune	neptune-db	DeleteStatistics	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#deletestatistics		
Neptune	neptune-db	GetEngineStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getenginestatus		
Neptune	neptune-db	GetGraphSummary	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getgraphsummary		
Neptune	neptune-db	GetLoaderJobStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getloaderjobstatus		
Neptune	neptune-db	GetMLDataProcessingJobStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getmldataprocessingjobstatus		
Neptune	neptune-db	GetMLEndpointStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getmlendpointstatus		
Neptune	neptune-db	GetMLModelTrainingJobStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getmlmodeltrainingjobstatus		
Neptune	neptune-db	GetMLModelTransformJobStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getmlmodeltransformjobstatus		
Neptune	neptune-db	GetQueryStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getquerystatus	neptune-db:QueryLanguage	
Neptune	neptune-db	GetStatisticsStatus	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getstatisticsstatus		
Neptune	neptune-db	GetStreamRecords	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#getstreamrecords	neptune-db:QueryLanguage	
Neptune	neptune-db	ListLoaderJobs	List		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#listloaderjobs		
Neptune	neptune-db	ListMLDataProcessingJobs	List		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#listmldataprocessingjobs		
Neptune	neptune-db	ListMLEndpoints	List		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#listmlendpoints		
Neptune	neptune-db	ListMLModelTrainingJobs	List		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#listmlmodeltrainingjobs		
Neptune	neptune-db	ListMLModelTransformJobs	List		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#listmlmodeltransformjobs		
Neptune	neptune-db	ManageStatistics	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#managestatistics		
Neptune	neptune-db	ReadDataViaQuery	Read		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#readdataviaquery	neptune-db:QueryLanguage	
Neptune	neptune-db	ResetDatabase	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#resetdatabase		
Neptune	neptune-db	StartLoaderJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#startloaderjob		
Neptune	neptune-db	StartMLDataProcessingJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#startmldataprocessingjob		
Neptune	neptune-db	StartMLModelTrainingJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#startmlmodeltrainingjob		
Neptune	neptune-db	StartMLModelTransformJob	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#startmlmodeltransformjob		
Neptune	neptune-db	WriteDataViaQuery	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html#writedataviaquery	neptune-db:QueryLanguage	
Neptune	neptune-db	connect	Write		https://docs.aws.amazon.com/neptune/latest/userguide/iam-dp-actions.html		
Neptune Analytics	neptune-graph	CancelImportTask	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CancelImportTask		
Neptune Analytics	neptune-graph	CancelQuery	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CancelQuery	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	CreateGraph	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CreateGraph	aws:RequestTag/${TagKey}, aws:TagKeys	iam:CreateServiceLinkedRole, kms:CreateGrant, kms:Decrypt, kms:DescribeKey
Neptune Analytics	neptune-graph	CreateGraphSnapshot	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CreateGraphSnapshot	aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}, aws:TagKeys	
Neptune Analytics	neptune-graph	CreateGraphUsingImportTask	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CreateGraphUsingImportTask	aws:RequestTag/${TagKey}, aws:TagKeys	iam:CreateServiceLinkedRole, iam:PassRole, kms:CreateGrant, kms:Decrypt, kms:DescribeKey
Neptune Analytics	neptune-graph	CreatePrivateGraphEndpoint	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#CreatePrivateGraphEndpoint	aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}, aws:TagKeys	ec2:CreateVpcEndpoint, ec2:DescribeAvailabilityZones, ec2:DescribeSecurityGroups, ec2:DescribeSubnets, ec2:DescribeVpcAttribute, ec2:DescribeVpcEndpoints, ec2:DescribeVpcs, ec2:ModifyVpcEndpoint, route53:AssociateVPCWithHostedZone
Neptune Analytics	neptune-graph	DeleteDataViaQuery	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#DeleteDataViaQuery	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	DeleteGraph	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#DeleteGraph	aws:ResourceTag/${TagKey}	kms:CreateGrant, kms:Decrypt, kms:DescribeKey
Neptune Analytics	neptune-graph	DeleteGraphSnapshot	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#DeleteGraphSnapshot	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	DeletePrivateGraphEndpoint	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#DeletePrivateGraphEndpoint	aws:ResourceTag/${TagKey}	ec2:DeleteVpcEndpoints, ec2:DescribeAvailabilityZones, ec2:DescribeSecurityGroups, ec2:DescribeSubnets, ec2:DescribeVpcAttribute, ec2:DescribeVpcEndpoints, ec2:DescribeVpcs, ec2:ModifyVpcEndpoint, route53:DisassociateVPCFromHostedZone
Neptune Analytics	neptune-graph	GetEngineStatus	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetEngineStatus	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetGraph	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetGraph	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetGraphSnapshot	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetGraphSnapshot	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetGraphSummary	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetGraphSummary	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetImportTask	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetImportTask		
Neptune Analytics	neptune-graph	GetPrivateGraphEndpoint	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetPrivateGraphEndpoint	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetQueryStatus	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetQueryStatus	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	GetStatisticsStatus	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#GetStatisticsStatus	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	ListGraphSnapshots	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListGraphSnapshots		
Neptune Analytics	neptune-graph	ListGraphs	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListGraphs		
Neptune Analytics	neptune-graph	ListImportTasks	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListImportTasks		
Neptune Analytics	neptune-graph	ListPrivateGraphEndpoints	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListPrivateGraphEndpoints	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	ListQueries	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListQueries	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	ListTagsForResource	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ListTagsForResource	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	ReadDataViaQuery	Read		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ReadDataViaQuery	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	ResetGraph	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#ResetGraph	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	RestoreGraphFromSnapshot	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#RestoreGraphFromSnapshot	aws:RequestTag/${TagKey}, aws:ResourceTag/${TagKey}, aws:TagKeys	kms:CreateGrant, kms:Decrypt, kms:DescribeKey
Neptune Analytics	neptune-graph	TagResource	Tagging		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#TagResource	aws:TagKeys, aws:RequestTag/${TagKey}	
Neptune Analytics	neptune-graph	UntagResource	Tagging		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#UntagResource	aws:TagKeys	
Neptune Analytics	neptune-graph	UpdateGraph	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#UpdateGraph	aws:ResourceTag/${TagKey}	
Neptune Analytics	neptune-graph	WriteDataViaQuery	Write		https://docs.aws.amazon.com/neptune-analytics/latest/userguide/iam-actions.html#WriteDataViaQuery	aws:ResourceTag/${TagKey}	
Network Firewall	network-firewall	AssociateFirewallPolicy	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_AssociateFirewallPolicy.html		
Network Firewall	network-firewall	AssociateSubnets	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_AssociateSubnets.html		
Network Firewall	network-firewall	CreateFirewall	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_CreateFirewall.html	aws:RequestTag/${TagKey}, aws:TagKeys	iam:CreateServiceLinkedRole
Network Firewall	network-firewall	CreateFirewallPolicy	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_CreateFirewallPolicy.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Network Firewall	network-firewall	CreateRuleGroup	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_CreateRuleGroup.html	aws:RequestTag/${TagKey}, aws:TagKeys	
Network Firewall	network-firewall	CreateTLSInspectionConfiguration	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_CreateTLSInspectionConfiguration.html	aws:RequestTag/${TagKey}, aws:TagKeys	iam:CreateServiceLinkedRole
Network Firewall	network-firewall	DeleteFirewall	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DeleteFirewall.html		
Network Firewall	network-firewall	DeleteFirewallPolicy	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DeleteFirewallPolicy.html		
Network Firewall	network-firewall	DeleteResourcePolicy	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DeleteResourcePolicy.html		
Network Firewall	network-firewall	DeleteRuleGroup	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DeleteRuleGroup.html		
Network Firewall	network-firewall	DeleteTLSInspectionConfiguration	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DeleteTLSInspectionConfiguration.html		
Network Firewall	network-firewall	DescribeFirewall	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeFirewall.html		
Network Firewall	network-firewall	DescribeFirewallPolicy	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeFirewallPolicy.html		
Network Firewall	network-firewall	DescribeLoggingConfiguration	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeLoggingConfiguration.html		
Network Firewall	network-firewall	DescribeResourcePolicy	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeResourcePolicy.html		
Network Firewall	network-firewall	DescribeRuleGroup	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeRuleGroup.html		
Network Firewall	network-firewall	DescribeRuleGroupMetadata	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeRuleGroupMetadata.html		
Network Firewall	network-firewall	DescribeTLSInspectionConfiguration	Read		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DescribeTLSInspectionConfiguration.html		
Network Firewall	network-firewall	DisassociateSubnets	Write		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_DisassociateSubnets.html		
Network Firewall	network-firewall	ListFirewallPolicies	List		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_ListFirewallPolicies.html		
Network Firewall	network-firewall	ListFirewalls	List		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_ListFirewalls.html		
Network Firewall	network-firewall	ListRuleGroups	List		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_ListRuleGroups.html		
Network Firewall	network-firewall	ListTLSInspectionConfigurations	List		https://docs.aws.amazon.com/network-firewall/latest/APIReference/API_ListTLSInspectionConfigurations.html		
